,five_stars,four_stars,three_stars,two_stars,one_star,zero_star
2553,"['juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2554,"['juice-bars', 'art-galleries']",[],"['restaurants', 'burger-pizza', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'pubs-bars']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2555,"['juice-bars', 'art-galleries']",[],"['restaurants', 'hotels-lodgings']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'pubs-bars', 'burger-pizza']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2556,"['juice-bars', 'art-galleries']",[],"['restaurants', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'pubs-bars', 'burger-pizza']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2557,"['malls', 'juice-bars', 'art-galleries']",[],"['restaurants', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'zoo', 'pubs-bars', 'burger-pizza']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2558,"['malls', 'juice-bars', 'art-galleries', 'dance-clubs']",[],"['restaurants', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'zoo', 'pubs-bars', 'burger-pizza']","['churches', 'resorts', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2559,"['malls', 'art-galleries', 'dance-clubs']",[],"['restaurants', 'hotels-lodgings', 'juice-bars']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'pubs-bars', 'burger-pizza']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2560,"['malls', 'juice-bars', 'art-galleries', 'dance-clubs']",[],"['restaurants', 'hotels-lodgings']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'pubs-bars', 'burger-pizza']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2561,"['malls', 'juice-bars', 'art-galleries', 'dance-clubs']",[],"['restaurants', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'zoo', 'pubs-bars', 'burger-pizza']","['churches', 'resorts', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2562,"['malls', 'art-galleries', 'dance-clubs']",[],"['hotels-lodgings', 'juice-bars']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'swimming-pools']","['churches', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['gyms']
2563,"['malls', 'art-galleries', 'dance-clubs']",[],"['hotels-lodgings', 'juice-bars']","['churches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'swimming-pools']","['resorts', 'beaches', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['gyms']
2564,"['malls', 'dance-clubs', 'swimming-pools']",[],"['hotels-lodgings', 'juice-bars']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'art-galleries']","['churches', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['gyms']
2565,"['malls', 'juice-bars', 'dance-clubs', 'swimming-pools']",[],['hotels-lodgings'],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'art-galleries']","['churches', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['gyms']
2566,"['malls', 'art-galleries', 'dance-clubs']",['swimming-pools'],"['hotels-lodgings', 'juice-bars']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['churches', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['gyms']
2567,"['art-galleries', 'dance-clubs', 'swimming-pools']",[],"['zoo', 'hotels-lodgings', 'juice-bars']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'restaurants', 'pubs-bars', 'burger-pizza']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries']"
2568,"['art-galleries', 'dance-clubs', 'swimming-pools']",[],"['zoo', 'restaurants', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'pubs-bars', 'burger-pizza', 'cafes', 'gardens']","['bakeries', 'beauty-spas', 'view-points', 'monuments']",['gyms']
2569,"['art-galleries', 'dance-clubs', 'swimming-pools']",[],"['restaurants', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'pubs-bars', 'burger-pizza', 'cafes', 'view-points', 'gardens']","['bakeries', 'beauty-spas', 'monuments']",['gyms']
2570,"['art-galleries', 'dance-clubs', 'swimming-pools']",[],"['hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'cafes', 'view-points', 'monuments', 'gardens']","['bakeries', 'beauty-spas']",['gyms']
2571,"['art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']",[],['juice-bars'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'cafes', 'view-points', 'monuments', 'gardens']","['bakeries', 'beauty-spas']",[]
2572,"['malls', 'dance-clubs', 'swimming-pools', 'gyms']",[],['juice-bars'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'art-galleries', 'cafes', 'view-points', 'monuments', 'gardens']","['bakeries', 'beauty-spas']",[]
2573,"['malls', 'dance-clubs', 'swimming-pools']",[],"['beaches', 'juice-bars', 'gyms']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'art-galleries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas'],['bakeries']
2574,"['malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']",[],['juice-bars'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'cafes', 'view-points', 'monuments', 'gardens']","['bakeries', 'beauty-spas']",[]
2575,"['malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']",[],"['beaches', 'juice-bars']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[],['bakeries']
2576,"['malls', 'dance-clubs', 'swimming-pools', 'gyms']",[],['juice-bars'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'art-galleries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas'],['bakeries']
2577,"['malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']",[],"['resorts', 'beaches', 'juice-bars']","['churches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas'],['bakeries']
2578,"['malls', 'dance-clubs', 'swimming-pools', 'gyms']",[],"['resorts', 'juice-bars']","['churches', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'art-galleries', 'view-points', 'monuments', 'gardens']","['beauty-spas', 'cafes']",['bakeries']
2579,"['malls', 'dance-clubs', 'swimming-pools', 'gyms']",[],"['juice-bars', 'bakeries']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'art-galleries', 'view-points', 'monuments', 'gardens']","['beauty-spas', 'cafes']",[]
2580,"['malls', 'dance-clubs', 'swimming-pools', 'gyms']",[],"['resorts', 'beaches', 'juice-bars']","['churches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'art-galleries', 'view-points', 'monuments', 'gardens']","['beauty-spas', 'cafes']",['bakeries']
2581,"['malls', 'art-galleries', 'swimming-pools', 'gyms', 'bakeries']",[],['juice-bars'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas'],[]
2582,"['malls', 'art-galleries', 'gyms', 'bakeries']",[],"['resorts', 'juice-bars']","['churches', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'dance-clubs', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['beauty-spas', 'cafes']",[]
2583,"['malls', 'art-galleries', 'gyms', 'bakeries']",[],['juice-bars'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'beauty-spas', 'cafes']",[]
2584,"['malls', 'art-galleries', 'bakeries']",['gyms'],"['beaches', 'juice-bars']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'beauty-spas', 'cafes']",[]
2585,"['malls', 'art-galleries', 'gyms', 'bakeries']",[],"['resorts', 'beaches', 'juice-bars']","['churches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'beauty-spas', 'cafes']",[]
2586,"['art-galleries', 'bakeries']",['gyms'],['juice-bars'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'beauty-spas', 'cafes']",[]
2587,"['art-galleries', 'swimming-pools', 'bakeries']",['gyms'],['juice-bars'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['beauty-spas', 'cafes']",[]
2588,"['art-galleries', 'swimming-pools', 'gyms', 'bakeries']",[],['beaches'],"['churches', 'resorts', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['beauty-spas', 'cafes']",[]
2589,"['art-galleries', 'dance-clubs', 'swimming-pools', 'bakeries']",[],['beaches'],"['churches', 'resorts', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'view-points', 'monuments', 'gardens']","['gyms', 'beauty-spas', 'cafes']",[]
2590,"['swimming-pools', 'bakeries']",[],"['beaches', 'beauty-spas']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['gyms', 'cafes']",[]
2591,"['swimming-pools', 'bakeries']",[],[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['gyms', 'cafes']",[]
2592,"['parks', 'bakeries']",[],[],"['churches', 'resorts', 'beaches', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
2593,"['parks', 'bakeries', 'beauty-spas']",[],[],"['churches', 'resorts', 'beaches', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'cafes']",[]
2594,"['parks', 'bakeries', 'beauty-spas']",[],[],"['churches', 'resorts', 'beaches', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'cafes']",[]
2595,['parks'],[],[],"['churches', 'resorts', 'beaches', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'cafes']",[]
2596,"['parks', 'beauty-spas']",[],[],"['churches', 'resorts', 'beaches', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'cafes']",[]
2597,"['parks', 'theatres']",[],[],"['churches', 'resorts', 'beaches', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']",[]
2598,['parks'],[],[],"['churches', 'resorts', 'beaches', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points']",[]
2599,['parks'],[],[],"['churches', 'resorts', 'beaches', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points']",[]
2600,['parks'],[],[],"['churches', 'resorts', 'beaches', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points']",[]
2601,[],[],[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']",[]
2602,[],[],[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'cafes']",[]
2603,[],[],['resorts'],"['churches', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'cafes']",[]
2604,['beauty-spas'],[],[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points']",[]
2605,[],[],[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'cafes']",[]
2606,"['art-galleries', 'bakeries']",[],[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
2607,['art-galleries'],[],"['resorts', 'beaches', 'bakeries']","['churches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
2608,['art-galleries'],[],['bakeries'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
2609,['art-galleries'],[],['bakeries'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
2610,['art-galleries'],[],['bakeries'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
2611,['art-galleries'],[],['bakeries'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
2612,[],[],['bakeries'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
2613,[],[],['bakeries'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
2614,[],[],['bakeries'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas', 'view-points', 'monuments', 'gardens']","['dance-clubs', 'swimming-pools', 'gyms', 'cafes']",[]
